1	3095	0	0.025	1	5	0
41	3096	0.1	0.125	1	5	0
42	3097	0.2	0.225	1	5	0
43	3098	0.3	0.325	1	5	0
44	3099	0.4	0.425	1	5	0
45	3100	0.5	0.525	1	5	0
46	3101	0.6	0.625	1	5	0
47	3102	0.7	0.725	1	5	0
48	3103	0.8	0.825	1	5	0
49	3104	0.9	0.925	1	5	0
3	3105	0	0.025	2	0	1
50	3106	0.1	0.125	2	0	1
51	3107	0.2	0.225	2	0	1
52	3108	0.3	0.325	2	0	1
53	3109	0.4	0.425	2	0	1
54	3110	0.5	0.525	2	0	1
55	3111	0.6	0.625	2	0	1
56	3112	0.7	0.725	2	0	1
57	3113	0.8	0.825	2	0	1
58	3114	0.9	0.925	2	0	1
5	3115	0	0.105889724310777	3	3	2
59	3116	0.423558897243108	0.505012531328321	3	3	2
60	3117	0.74937343358396	0.81203007518797	3	3	2
7	3118	0	0.072768133972717	4	2	3
61	3119	0.291072535890869	0.34704802356219	4	2	3
62	3120	0.514974486576153	0.55803255401563	4	2	3
63	3121	0.687206756334063	0.720328346672123	4	2	3
64	3122	0.819693117686302	0.845171264100194	4	2	3
65	3123	0.92160570334187	0.941204277506403	4	2	3
9	3124	0	0.105889724310777	5	4	2
66	3125	0.423558897243108	0.505012531328321	5	4	2
67	3126	0.74937343358396	0.81203007518797	5	4	2
11	3127	0	0.005725533496483	6	2	4
68	3128	0.022902133985931	0.029839069035596	6	2	4
69	3129	0.050649874184591	0.059054517684245	6	2	4
70	3130	0.084268448183209	0.094451336137407	6	2	4
8	3131	0	0.005725533496483	7	2	3
71	3132	0.022902133985931	0.029839069035596	7	2	3
72	3133	0.050649874184591	0.059054517684245	7	2	3
73	3134	0.084268448183209	0.094451336137407	7	2	3
12	3135	0	0.072768133972717	8	2	4
74	3136	0.291072535890869	0.34704802356219	8	2	4
75	3137	0.514974486576153	0.55803255401563	8	2	4
76	3138	0.687206756334063	0.720328346672123	8	2	4
77	3139	0.819693117686302	0.845171264100194	8	2	4
78	3140	0.92160570334187	0.941204277506403	8	2	4
13	3141	0	0.044387425246485	9	2	5
79	3142	0.355099401971876	0.42338774850493	9	2	5
80	3143	0.628252788104089	0.680782285437207	9	2	5
81	3144	0.83837077743656	0.87877808307742	9	2	5
12	3145	0	0.023700623891201	10	4	5
82	3146	0.094802495564806	0.125613306623368	10	4	5
83	3147	0.218045739799054	0.258099794175184	10	4	5
84	3148	0.378261957303576	0.40429709264806	10	4	5
85	3149	0.586543040059454	0.615754673098732	10	4	5
86	3150	0.820236104373676	0.865177078280257	10	4	5
9	3151	0	0.044940973906581	11	2	5
87	3152	0.179763895626324	0.23818716170488	11	2	5
88	3153	0.413456959940546	0.465527230629515	11	2	5
89	3154	0.621738042696424	0.661792097072555	11	2	5
90	3155	0.781954260200946	0.812765071259508	11	2	5
91	3156	0.905197504435194	0.928898128326396	11	2	5
7	3157	0	0.023700623891201	12	3	5
92	3158	0.094802495564806	0.125613306623368	12	3	5
93	3159	0.218045739799054	0.238072766987119	12	3	5
94	3160	0.378261957303576	0.40429709264806	12	3	5
95	3161	0.586543040059454	0.615754673098732	12	3	5
96	3162	0.820236104373676	0.865177078280257	12	3	5
5	3163	0	0.108695652173913	13	2	5
97	3164	0.434782608695652	0.576086956521739	13	2	5
1	3165	0	0.09842662675839	14	0	5
98	3166	0.393706507033558	0.476177687989577	14	0	5
99	3167	0.723591230857633	0.792693423143225	14	0	5
13	3168	0	0.129178899828615	15	0	2
100	3169	0.51671559931446	0.637536699485845	15	0	2
15	3170	0	0.045111386138614	16	0	1
101	3171	0.180445544554455	0.235581683168317	16	0	1
102	3172	0.400990099009901	0.468378712871287	16	0	1
103	3173	0.670544554455446	0.752908415841584	16	0	1
2	3174	0	0.099301154483492	17	5	0
104	3175	0.397204617933969	0.479575816015679	17	5	0
105	3176	0.726689410260811	0.795017057695608	17	5	0
14	3177	0	0.091127790894242	18	2	0
106	3178	0.364511163576966	0.447608614378872	18	2	0
107	3179	0.69690096678459	0.772675725088442	18	2	0
16	3180	0	0.04355368847499	19	1	0
108	3181	0.174214753899961	0.22852052727452	19	1	0
109	3182	0.3914378473982	0.459150069372293	19	1	0
110	3183	0.662286735294574	0.74671505147093	19	1	0
17	3184	0	0.04040730564086	20	1	2
111	3185	0.161629222563439	0.214158719896557	20	1	2
112	3186	0.371747211895911	0.440035558428964	20	1	2
113	3187	0.644900598028124	0.733675448521093	20	1	2
19	3188	0	0.125	21	2	1
21	3189	0	0.04040730564086	22	1	2
114	3190	0.161629222563439	0.214158719896557	22	1	2
115	3191	0.371747211895911	0.440035558428964	22	1	2
116	3192	0.644900598028124	0.733675448521093	22	1	2
23	3193	0	0.022193712623242	23	1	2
117	3194	0.088774850492969	0.105846937126232	23	1	2
118	3195	0.157063197026022	0.170195571359302	23	1	2
119	3196	0.20959269435914	0.219694520769355	23	1	2
19	3197	0	0.022193712623242	24	1	2
120	3198	0.088774850492969	0.105846937126232	24	1	2
121	3199	0.157063197026022	0.170195571359302	24	1	2
122	3200	0.20959269435914	0.219694520769355	24	1	2
23	3201	0	0.125	25	2	1
15	3202	0	0.141304347826087	26	1	2
123	3203	0.565217391304348	0.673913043478261	26	1	2
22	3204	0	0.017662330641287	27	1	2
124	3205	0.070649322565148	0.093610352398821	27	1	2
125	3206	0.16249344189984	0.192342780683615	27	1	2
126	3207	0.28189079703494	0.320694937453848	27	1	2
127	3208	0.43710735871057	0.48755274125515	27	1	2
128	3209	0.638888888888889	0.689915458937198	27	1	2
129	3210	0.842995169082126	0.882246376811594	27	1	2
18	3211	0	0.02764538709071	28	1	2
130	3212	0.11058154836284	0.146520551580763	28	1	2
131	3213	0.254337561234532	0.301058265417832	28	1	2
132	3214	0.441220377967732	0.501957293406022	28	1	2
133	3215	0.684168039720892	0.763126029790669	28	1	2
25	3216	0.5	0.506864246540843	7	2	3
134	3217	0.527456986163373	0.536380506666469	7	2	3
135	3218	0.563151068175757	0.574751644829782	7	2	3
136	3219	0.609553374791857	0.617093749616974	7	2	3
137	3220	0.669876373392788	0.679891826718689	7	2	3
26	3221	0.5	0.506864246540843	6	2	4
138	3222	0.527456986163373	0.536380506666469	6	2	4
139	3223	0.563151068175757	0.574751644829782	6	2	4
140	3224	0.609553374791857	0.617093749616974	6	2	4
141	3225	0.669876373392788	0.679891826718689	6	2	4
27	3226	0.5	0.507832080200501	24	1	2
142	3227	0.531328320802005	0.541510025062657	24	1	2
143	3228	0.572055137844612	0.578673245614035	24	1	2
144	3229	0.625	0.638236215538847	24	1	2
145	3230	0.677944862155388	0.68812656641604	24	1	2
146	3231	0.718671679197995	0.726503759398496	24	1	2
28	3232	0.5	0.507832080200501	23	1	2
147	3233	0.531328320802005	0.541510025062657	23	1	2
148	3234	0.572055137844612	0.578673245614035	23	1	2
149	3235	0.625	0.638236215538847	23	1	2
150	3236	0.677944862155388	0.68812656641604	23	1	2
151	3237	0.718671679197995	0.726503759398496	23	1	2
29	3238	0.75	0.760101826410215	7	2	3
