8	7	106	2
45	5	129	2
24	9	68	2
43	4	111	3
46	6	130	3
106	7	127	2
49	11	146	2
66	18	84	4
49	12	107	3
15	14	155	2
62	15	155	2
84	18	146	2
48	9	57	3
60	16	78	1
69	19	131	2
93	10	122	3
50	8	106	2
104	49	146	2
68	9	132	2
22	21	79	2
136	12	160	3
67	19	69	4
69	20	116	4
72	20	133	1
90	26	101	1
77	17	100	1
79	21	113	4
82	49	107	3
26	27	101	1
81	23	83	2
20	71	101	1
88	29	89	1
33	2	108	1
100	17	125	1
66	17	135	2
154	61	155	2
53	52	153	2
54	53	123	2
152	14	156	2
59	22	157	3
96	12	136	3
122	10	147	3
58	21	59	2
21	22	59	2
121	38	128	3
99	19	132	2
71	20	131	2
51	10	93	3
56	7	130	3
93	41	98	3
44	1	110	1
1	25	110	1
25	26	90	1
5	44	70	1
7	8	130	3
97	43	111	3
42	43	97	3
57	24	85	2
36	37	96	3
114	23	141	4
107	12	149	3
41	42	98	3
39	40	122	3
27	28	92	1
40	41	93	3
94	35	137	3
12	49	142	2
54	13	134	3
65	3	109	3
34	35	94	3
35	36	102	3
55	14	63	3
13	54	55	2
6	45	56	2
47	46	105	3
9	24	57	2
58	57	85	2
126	59	157	3
147	10	151	3
38	39	128	3
10	48	151	3
91	31	125	1
29	30	89	1
95	77	100	1
78	16	154	2
14	15	63	3
94	54	134	3
13	55	64	3
55	63	64	3
104	52	142	2
13	64	119	3
76	17	117	4
32	33	95	1
48	10	118	2
51	50	99	2
28	29	88	1
9	48	132	2
56	45	129	2
68	67	116	4
7	56	103	2
70	44	110	1
20	69	131	2
103	71	131	2
85	24	144	4
115	68	116	4
115	72	161	4
24	68	115	4
75	74	89	1
21	58	85	2
89	30	91	1
83	23	114	4
17	66	117	4
113	75	141	4
95	33	108	1
61	62	155	2
16	61	154	2
11	84	146	2
113	21	145	4
74	75	113	4
80	79	120	2
22	79	80	2
75	76	114	4
48	57	151	3
11	49	82	3
157	22	158	3
82	81	83	2
141	23	159	4
11	82	84	2
82	83	84	2
67	69	116	4
88	73	139	1
80	81	143	3
81	82	107	3
18	66	135	2
135	77	150	2
74	73	88	1
30	31	91	1
76	75	140	1
74	88	89	1
71	70	90	1
101	27	133	1
31	32	125	1
91	76	140	1
92	88	139	1
28	88	92	1
97	50	98	3
50	51	98	3
53	54	94	3
3	34	109	3
78	77	95	1
2	60	108	1
102	52	137	3
96	37	121	3
4	47	111	3
8	50	97	3
51	93	98	3
42	97	98	3
19	67	132	2
67	68	132	2
17	76	125	1
32	95	100	1
71	90	101	1
133	92	139	1
52	53	137	3
36	96	102	3
103	56	129	2
70	71	103	2
55	54	156	2
135	87	138	2
105	46	130	3
8	97	105	3
99	50	106	2
19	99	127	2
37	38	121	3
126	86	147	3
60	78	108	1
78	95	108	1
64	65	119	3
34	94	109	3
90	70	110	1
25	90	110	1
105	97	111	3
47	105	111	3
73	74	112	4
21	85	112	4
114	76	117	4
112	74	145	4
84	83	117	4
79	113	141	4
115	73	144	4
112	85	144	4
20	72	116	4
72	115	116	4
66	84	117	4
83	114	117	4
10	51	118	2
51	99	118	2
119	65	134	3
109	94	134	3
81	80	120	2
23	81	120	2
12	96	149	3
121	86	148	3
58	59	126	3
40	93	122	3
123	53	153	2
52	104	153	2
77	78	150	2
123	87	152	2
76	91	125	1
32	100	125	1
81	107	143	3
128	122	147	3
7	103	127	2
99	106	127	2
86	121	128	3
39	122	128	3
5	70	129	2
70	103	129	2
6	56	130	3
8	105	130	3
127	103	131	2
19	127	131	2
118	99	132	2
48	118	132	2
27	92	133	1
20	101	133	1
65	109	134	3
13	119	134	3
17	77	135	2
124	87	150	2
102	96	136	3
52	102	136	3
53	94	137	3
35	102	137	3
87	123	138	2
18	135	138	2
139	73	161	1
72	133	139	1
75	89	140	1
89	91	140	1
75	114	141	4
120	79	159	2
49	104	142	2
142	52	160	2
143	107	148	3
107	121	148	3
73	112	144	4
24	115	144	4
21	112	145	4
74	113	145	4
138	104	146	2
18	138	146	2
57	58	151	3
86	128	147	3
86	126	148	3
148	126	157	3
121	107	149	3
96	121	149	3
78	124	150	2
87	135	150	2
58	126	151	3
126	147	151	3
14	55	156	2
87	124	152	2
138	123	153	2
104	138	153	2
124	78	154	2
152	124	155	2
14	152	155	2
124	154	155	2
54	123	156	2
123	152	156	2
22	80	158	3
80	143	158	3
143	148	158	3
148	157	158	3
23	120	159	2
79	141	159	4
52	136	160	3
12	142	160	2
73	115	161	4
72	139	161	1
