112	20	264	1
220	5	265	1
181	128	249	4
171	129	250	4
173	130	251	4
176	131	252	4
84	31	218	4
179	133	254	4
88	87	217	4
114	13	248	1
223	135	256	4
91	38	190	1
190	38	241	1
67	1	189	1
119	4	120	1
73	14	195	5
120	4	189	1
68	4	99	5
57	14	153	5
58	2	154	5
168	3	235	5
99	4	119	1
69	5	187	1
70	8	98	5
98	8	118	1
187	5	220	1
64	6	144	5
61	7	231	5
67	2	198	5
71	9	186	1
72	12	97	5
116	12	117	1
68	3	108	1
33	28	161	3
54	3	168	5
73	13	188	1
70	7	107	1
114	16	188	1
74	16	95	5
95	16	114	1
56	10	106	5
74	15	104	1
167	15	230	5
97	12	116	1
76	20	94	5
75	17	185	1
77	21	184	1
78	24	233	5
107	7	163	5
185	17	219	1
63	18	143	5
162	19	263	5
209	26	245	5
93	24	110	1
53	15	167	5
76	19	103	1
55	22	102	5
103	19	162	5
111	24	184	1
117	12	186	1
72	11	106	1
77	22	193	5
203	29	213	5
65	23	240	5
71	10	196	5
105	39	245	5
66	11	237	5
51	49	166	2
211	27	247	3
243	26	246	5
90	36	100	5
108	67	189	1
158	28	205	5
69	6	197	5
202	28	204	5
28	33	204	5
110	24	111	1
104	73	188	1
84	32	244	5
243	84	244	5
80	66	237	5
94	20	112	1
111	21	112	1
92	40	96	5
30	25	203	5
78	23	102	1
93	41	101	5
140	29	203	5
202	35	205	5
45	41	109	1
101	41	142	1
90	35	125	1
204	33	214	5
81	30	228	4
102	23	169	5
106	11	170	5
123	34	207	4
201	25	206	5
75	18	194	5
80	27	211	3
107	50	144	5
103	49	143	5
79	25	81	2
25	30	81	2
212	37	242	5
149	31	210	2
15	53	104	5
144	50	150	3
3	54	108	5
108	54	154	5
177	84	218	4
193	22	236	5
196	10	231	5
22	55	155	5
85	32	226	4
49	51	143	2
143	51	145	2
59	54	152	3
218	31	257	4
139	48	228	4
242	199	244	5
104	53	153	5
100	1	234	5
107	69	187	1
158	58	160	3
92	39	105	1
197	6	235	5
106	71	186	1
52	50	163	3
7	70	196	5
115	40	241	1
87	56	170	3
157	26	209	5
96	13	232	5
103	75	185	1
148	57	153	2
79	65	240	5
194	18	230	5
102	77	184	1
145	51	224	4
19	76	193	5
43	42	141	1
83	55	169	2
101	42	191	5
162	60	165	2
91	37	192	5
242	105	245	5
62	55	83	2
155	55	164	2
65	79	82	2
79	81	82	2
23	65	169	5
65	82	169	2
82	81	182	4
164	62	261	4
89	52	163	3
66	80	85	3
11	66	170	5
66	85	86	3
10	56	156	5
66	86	170	3
88	61	156	3
7	61	163	5
61	88	89	3
35	44	125	1
120	1	121	1
105	91	190	1
11	72	192	5
41	93	109	1
243	199	245	5
109	93	110	1
94	77	193	5
21	77	94	5
15	74	194	5
17	75	95	5
13	73	232	5
39	92	195	5
192	37	212	5
38	91	97	5
98	71	196	5
9	71	98	5
3	68	197	5
5	69	99	5
1	67	234	5
35	90	198	5
23	78	191	5
191	42	206	5
22	77	102	1
